"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"outdolniinia191","",32,0,26,7,NA,"–ú–∞—Ä–∏—è",2017-02-14 03:26:27,FALSE,FALSE,"outdolniinia191","","ru","831343820231102465",0,FALSE,"http://pbs.twimg.com/profile_images/832573867461844992/gpyqYi4s_normal.jpg"
"LurkerLurkin","Decided to delete my Twitter profile because I felt like it was a distraction, but how else do people get their news?",104,19,193,315,NA,"El",2015-08-03 20:27:27,FALSE,FALSE,"LurkerLurkin","","en","3305394540",0,FALSE,"http://pbs.twimg.com/profile_images/628304025557929984/dqkGs1g7_normal.jpg"
"melanie06808123","",550,19,457,124,NA,"–í–∞—Å–∏–ª–∏—Å–∞ –ê–Ω–¥—Ä–µ–µ–≤–∞",2016-08-01 19:20:27,FALSE,FALSE,"melanie06808123","","ru","760193495021789184",0,FALSE,"http://pbs.twimg.com/profile_images/823316432326983680/QK_ixDJU_normal.jpg"
"RosaMendesSivan","oi,meu nome √© Rosa e eu odeio rosa.",4921,828,4485,658,"https://t.co/7geZkd55Nt","EspiRosa Ì†ΩÌ±Ω",2016-11-12 04:33:23,FALSE,FALSE,"RosaMendesSivan","Beacon Hills High School","pt","797296206217117696",4,FALSE,"http://pbs.twimg.com/profile_images/831916898719821824/IoqsZR9g_normal.jpg"
"sylvainguern","MMA & Wrestling Marketing Consultant for Fighting Spirit. Former TV Announcer for WWE in France, geek & PSG fan",15347,2192,56,1446,NA,"Sylvain Guernalec",2010-08-31 07:21:03,FALSE,FALSE,"sylvainguern","Sylvain Guernalec","en","185109989",46,FALSE,"http://pbs.twimg.com/profile_images/733962057712840704/luE2MeHU_normal.jpg"
"Ron_N_ossai","Man City sc:yoloking_ronald",877,184,742,197,NA,"RON-DON",2015-07-03 13:11:18,FALSE,FALSE,"Ron_N_ossai","Lagos","en","3356765405",1,FALSE,"http://pbs.twimg.com/profile_images/832150507712086017/18DJUFq1_normal.jpg"
"DarylDarcok75","",8173,224,27948,136,NA,"Daryl",2015-12-08 03:09:32,FALSE,FALSE,"DarylDarcok75","","en","4411413941",18,FALSE,"http://pbs.twimg.com/profile_images/674353834777567232/SfyILver_normal.jpg"
"cujecformchal11","",18,2,27,7,NA,"–û–ª–µ–≥",2017-02-14 19:51:34,FALSE,FALSE,"cujecformchal11","","ru","831591732471066624",0,FALSE,"http://pbs.twimg.com/profile_images/832573803880382464/wuYYf9WD_normal.jpg"
"JPLime","JP Lime Productions is a Boston-based Hip Hop group and production company.  For our music, weekly blog and all things Lime, visit https://t.co/hg0fuBkgHa",10714,681,1090,1296,"https://t.co/BDCY5eGLC6","JP Lime Productions",2009-06-19 04:47:21,FALSE,FALSE,"JPLime","Boston, MA","en","48612953",114,FALSE,"http://pbs.twimg.com/profile_images/530108525004210176/cKepjCr8_normal.jpeg"
"Teresakal","I guess it's just the Irish in me.  Conservative Christian who loves America.  I remember better times.  Let's Make America Great Again!",6735,509,7003,608,"https://t.co/Tp8a0STRXm","Teresa",2011-09-27 18:26:18,FALSE,FALSE,"Teresakal","Oregon","en","381083743",14,FALSE,"http://pbs.twimg.com/profile_images/604410392819810304/JoQDNsLo_normal.jpg"
"iU5jRalDVb9R4j1","",273,5,219,56,NA,"Theresa McLean",2017-01-31 07:39:02,FALSE,FALSE,"iU5jRalDVb9R4j1","","ru","826333956492636161",0,FALSE,"http://pbs.twimg.com/profile_images/829278443342794752/7k4qJ1tJ_normal.jpg"
"ozlHXeTcwscLPze","",552,16,469,146,NA,"–ò—Ä–∏–Ω–∞ –ê–ª–µ–∫—Å–∞–Ω–¥—Ä–æ–≤–∞",2016-11-30 04:31:21,FALSE,FALSE,"ozlHXeTcwscLPze","","ru","803818674876547072",2,FALSE,"http://pbs.twimg.com/profile_images/823316474785910784/CeLxanGV_normal.jpg"
"AlparslanSerdar","",11402,63,31,161,NA,"serdar alparslan",2011-06-23 07:40:38,FALSE,FALSE,"AlparslanSerdar","","tr","322484993",0,FALSE,"http://pbs.twimg.com/profile_images/1483056896/33638_446509945681_571715681_5232565_5245825_n_normal.jpg"
"Carter_Zblewski","Hit me up in the DMs",101,94,58,75,NA,"Carter Zblewski",2016-03-19 18:24:56,FALSE,FALSE,"Carter_Zblewski","","en","711257159938535426",0,FALSE,"http://pbs.twimg.com/profile_images/779125705674219520/UKzEKQhL_normal.jpg"
"fritzc77","Proud conservative fool.  Can't trust so-called MSM. Are you with me?. Just FYI, RT and follows do not constitute endorsement.  Opinions my own.",15009,541,17,1921,NA,"Chris Fritz",2009-07-18 05:54:17,FALSE,FALSE,"fritzc77","","en","57868165",17,FALSE,"http://pbs.twimg.com/profile_images/752925228842389504/pNozFC2k_normal.jpg"
"ZEdJzh98FrgBqIT","",253,4,223,55,NA,"Amanda Ross",2017-01-30 08:00:48,FALSE,FALSE,"ZEdJzh98FrgBqIT","","ru","825977044890574848",0,FALSE,"http://pbs.twimg.com/profile_images/829278225863950336/Bp4Zo5PF_normal.jpg"
"JyHrROj6C7eJcoT","",272,8,259,65,NA,"Audrey Mackay",2017-02-01 07:51:11,FALSE,FALSE,"JyHrROj6C7eJcoT","","ru","826699401271791616",0,FALSE,"http://pbs.twimg.com/profile_images/829278080703352836/XlpEMFWF_normal.jpg"
"itsnicaagustin","Becoming a Belieber was one of the best decision I've ever made. I regret nthing @justinbieber is my everything and still hoping to meet him in person",6445,1323,3965,1428,"https://t.co/btQ34G4hZ1","Nica Bieber Ì†ºÌæâÌ†ºÌæâ",2015-10-11 04:02:29,FALSE,FALSE,"itsnicaagustin","Quezon City","en","3924372683",2,FALSE,"http://pbs.twimg.com/profile_images/822077973595467776/pA_kjse9_normal.jpg"
"M_anonymouss","",5307,124,3,387,NA,"Clarissa Flores",2012-01-02 11:02:21,FALSE,FALSE,"M_anonymouss","","fr","452902899",0,FALSE,"http://pbs.twimg.com/profile_images/831050018715004928/mk0ZjDJ0_normal.jpg"
"HolleyLiza","‚Ä¢winchester ky‚Ä¢ #BBN",1475,278,3666,269,NA,"Liza Holley",2015-04-20 01:52:37,FALSE,FALSE,"HolleyLiza","","en","3164590734",0,FALSE,"http://pbs.twimg.com/profile_images/780492267853385729/NGSpkYqJ_normal.jpg"
"XydC7C8v7yqLAwV","",273,6,259,67,NA,"Amelia Dowd",2017-01-30 17:32:35,FALSE,FALSE,"XydC7C8v7yqLAwV","","ru","826120940140556288",0,FALSE,"http://pbs.twimg.com/profile_images/829278311243214848/Ib1F7Tiw_normal.jpg"
"UrMonsterBby","snapchat: itsTIGRE",14748,876,3778,2119,NA,"Its Tigre",2011-05-27 23:53:30,FALSE,FALSE,"UrMonsterBby","Miami, FL","en","306488409",14,FALSE,"http://pbs.twimg.com/profile_images/698590542981165056/8SSaQdmc_normal.jpg"
"KAWzBXEXgktDLAm","",452,17,403,111,NA,"–ê–ª–ª–∞ –ñ–¥–∞–Ω–æ–≤–∞",2017-01-24 12:56:27,FALSE,FALSE,"KAWzBXEXgktDLAm","","ru","823877123219853312",0,FALSE,"http://pbs.twimg.com/profile_images/824659371804291072/ZQ7aodMY_normal.jpg"
"Idea_Custom","Fast, high-quality graphics and business services that help our clients compete",1429,179,62,153,"http://t.co/QG6Kipk7Nd","Idea Custom",2014-11-12 16:46:17,FALSE,FALSE,"Idea_Custom","","en","2897719484",62,FALSE,"http://pbs.twimg.com/profile_images/581566292529840128/50JySuwH_normal.png"
"NeMjiiii","CS:GO  Gaming  Gambling  Giveaway¬¥s in the future  Follow me for more :-)",648,99,369,581,"https://t.co/kHf9fEODSS","NeMjiii",2017-01-29 16:19:09,FALSE,FALSE,"NeMjiiii","","de","825740069579452419",0,FALSE,"http://pbs.twimg.com/profile_images/830889141730680833/3v3O4U1b_normal.jpg"
"iamnewhere","",6123,109,0,0,NA,"iamnewhere",2009-08-31 20:49:35,FALSE,FALSE,"iamnewhere","Berlin, Germany","en","70496581",40,FALSE,"http://pbs.twimg.com/profile_images/391695859/robot_normal.jpg"
"JtyddvijpkdiTwc","",270,8,249,62,NA,"Stephanie Anderson",2017-01-31 04:09:19,FALSE,FALSE,"JtyddvijpkdiTwc","","ru","826281178638475264",0,FALSE,"http://pbs.twimg.com/profile_images/829277238910734343/3diDe287_normal.jpg"
"f4Dnih7iLO0hDVQ","",455,23,401,112,NA,"–ï–≤–≥–µ–Ω–∏—è –°–æ—Ä–æ–∫–∏–Ω–∞",2017-01-24 10:22:15,FALSE,FALSE,"f4Dnih7iLO0hDVQ","","ru","823838317695242241",2,FALSE,"http://pbs.twimg.com/profile_images/824659138676424704/FzljcBYA_normal.jpg"
"MOgRx4gjY0lI4Xs","",462,22,408,109,NA,"–ê–Ω—é—Ç–∞ –ë–æ—Ä–æ–¥–∏–Ω–∞",2017-01-24 10:56:12,FALSE,FALSE,"MOgRx4gjY0lI4Xs","","ru","823846859756175361",3,FALSE,"http://pbs.twimg.com/profile_images/824659053511110657/ecyRPyLO_normal.jpg"
"socialstartnews","Social Start News is a network of https://t.co/xFyNt1xX1w 321 536-3485",29767,162718,0,72430,"https://t.co/xFyNt1xX1w","Social Start News",2015-09-11 22:40:23,FALSE,FALSE,"socialstartnews","","en","3624835593",1013,FALSE,"http://pbs.twimg.com/profile_images/721360538895196160/FewbaAZQ_normal.jpg"
"Natalieplays26","hey guys i'm a new simmer on youtube it would mean a lot if you could check out my channel Natalieplays",259,100,92,122,"https://t.co/9wT99YFYQR","Natalie Plays",2016-07-26 18:56:34,FALSE,FALSE,"Natalieplays26","","en","758013155561791488",0,FALSE,"http://pbs.twimg.com/profile_images/823276281932357633/9ywtPUqm_normal.jpg"
"PotatocowYT","",18,10,114,40,NA,"Potatocow",2016-06-06 23:37:47,FALSE,FALSE,"PotatocowYT","","en","739964532177702912",0,FALSE,"http://pbs.twimg.com/profile_images/739964888387178496/W5AirJl2_normal.jpg"
"wiccanalien","jsuis la fille cach√©e du doctor strange",35872,1401,10650,3298,NA,"voodoo child",2012-05-24 14:49:06,FALSE,FALSE,"wiccanalien","ahch-to","fr","589174808",30,FALSE,"http://pbs.twimg.com/profile_images/831264350274990080/wscuo2t6_normal.jpg"
"KeeliLife","I Am A CESARO WOMEN",2116,127,4134,433,NA,"CESARO'S GIRL",2016-08-09 15:29:46,FALSE,FALSE,"KeeliLife","Pennsylvania, USA","en","763034543498465280",6,FALSE,"http://pbs.twimg.com/profile_images/832323886377218048/0HBM5xFB_normal.jpg"
"T9Q2JqWCXbIWRbc","",454,12,379,112,NA,"–õ–µ–Ω–æ—á–∫–∞ –í–æ–ª–∫–æ–≤–∞",2017-01-24 10:53:17,FALSE,FALSE,"T9Q2JqWCXbIWRbc","","ru","823846125518155776",4,FALSE,"http://pbs.twimg.com/profile_images/824659065519403008/r3vwStoP_normal.jpg"
"LadySouthMusic","#CountryMusic's Hottest Lyrics, Quotes #LadySouthMusic Music Marketing - #SouthCarolina #Dixie #TheSouth #CMchat Follow @SimplyLadySouth",190,15218,7517,2,NA,"Lady South Music",2013-04-04 23:53:13,FALSE,FALSE,"LadySouthMusic","South Carolina, USA","en","1328037812",27,FALSE,"http://pbs.twimg.com/profile_images/683096445499490304/_QAcMhnw_normal.jpg"
"WatchOutAmerica","Conservative on many topics, libertarian on others. Specialties, Film/TV, EHS, herbalist (teas), amateur philosopher, ufology, nice guy. Only speak the truth.",666,30,535,93,NA,"Wake Up America",2016-08-16 16:00:22,FALSE,FALSE,"WatchOutAmerica","Florida, USA","en","765578960096858112",0,FALSE,"http://pbs.twimg.com/profile_images/831885535706767362/HcYoWRpt_normal.jpg"
"woahsasha_","ohs.",1640,92,1030,77,NA,"sasha",2015-02-18 20:01:50,FALSE,FALSE,"woahsasha_","","en","3027186151",0,FALSE,"http://pbs.twimg.com/profile_images/820160422330318848/KvNI033x_normal.jpg"
"9QVJUe2pimurlQz","",566,32,469,145,NA,"–ù–∞—Ç–∞–ª–∏ –ê–Ω—Ç–∏–ø–æ–≤–∞",2016-12-11 07:41:36,FALSE,FALSE,"9QVJUe2pimurlQz","","ru","807852821542563840",0,FALSE,"http://pbs.twimg.com/profile_images/823316296599277568/xkTM8TY0_normal.jpg"
"CRAVENanimated","#Maker for @MakerStudios! https://t.co/m2xzLhOEuH Business Email: Pro@live.ca",121,1633,5,2786,"http://t.co/6spToUIKiA","Craven Knight",2014-09-17 02:35:39,FALSE,FALSE,"CRAVENanimated","Vancouver, British Columbia","en","2814062192",3,FALSE,"http://pbs.twimg.com/profile_images/753279512066990080/TNGccBWd_normal.jpg"
"scottdrodgers","Chief Creative Officer @Tier10",2540,1860,5000,124,"https://t.co/nXGz38s6ys","Scott Rodgers",2009-03-24 15:14:54,FALSE,FALSE,"scottdrodgers","Washington D.C. \ Miami \ NYC","en","26254781",71,FALSE,"http://pbs.twimg.com/profile_images/651548733818175488/5qfYb_CY_normal.jpg"
"oceansunset1","",30933,984,10836,1140,NA,"donna",2011-04-25 12:03:36,FALSE,FALSE,"oceansunset1","","en","287645194",53,FALSE,"http://pbs.twimg.com/profile_images/648469071651016704/1lg_1ChV_normal.jpg"
"UZAzJpC0PKVkDQc","",475,20,399,112,NA,"–ê–Ω—é—Ç–∞ –í–ª–∞—Å–æ–≤–∞",2017-01-24 10:26:50,FALSE,FALSE,"UZAzJpC0PKVkDQc","","ru","823839471250477056",6,FALSE,"http://pbs.twimg.com/profile_images/824659114664009728/SBmXNe9m_normal.jpg"
"jbennyjhon12","fit and big",4451,515,20741,249,NA,"Bootyzz17",2015-01-21 13:25:55,FALSE,FALSE,"jbennyjhon12","aroud the world","id","2989820097",7,FALSE,"http://pbs.twimg.com/profile_images/820500173008740352/6iD2Bc8l_normal.jpg"
"TSwails","I enjoy hang out with my family and friends and l use to play basketball and baseball I like playing football out side and I like to go swimming for fun",21787,848,197,4990,NA,"ty swails",2011-05-15 07:54:39,FALSE,FALSE,"TSwails","caledonia mississippi","en","298960650",55,FALSE,"http://pbs.twimg.com/profile_images/808744410859139072/R7zxd71F_normal.jpg"
"socmediaimpact","Influencing the masses through Social Media.",6975,25143,1,24847,"https://t.co/kPVBxbXQ3M","SocMediaInfluencer",2016-07-22 00:46:11,FALSE,FALSE,"socmediaimpact","","en","756289199221772292",305,FALSE,"http://pbs.twimg.com/profile_images/795668498840027136/cVTAPEKm_normal.jpg"
"dimaturovor","",570,32,490,154,NA,"–ò–Ω–µ—Å—Å–∞ –°–∏—Ç–Ω–∏–∫–æ–≤–∞",2016-10-22 05:04:51,FALSE,FALSE,"dimaturovor","","ru","789693980535582720",0,FALSE,"http://pbs.twimg.com/profile_images/822811528390967296/PvB7Edk-_normal.jpg"
"aQSfcOGUY3sTj7S","",267,4,218,54,NA,"Irene Paterson",2017-01-31 06:02:30,FALSE,FALSE,"aQSfcOGUY3sTj7S","","ru","826309660990926848",0,FALSE,"http://pbs.twimg.com/profile_images/829277291876405248/5VKIa_EB_normal.jpg"
"YXMLAdfFyYMNn2D","",412,11,400,109,NA,"–Æ–ª–∏—è –°–æ–∑–æ–Ω–æ–≤–∞",2017-01-24 12:45:29,FALSE,FALSE,"YXMLAdfFyYMNn2D","","ru","823874360616374272",0,FALSE,"http://pbs.twimg.com/profile_images/824659381954416642/DopbbiS1_normal.jpg"
"Artyricsonic","HUGE Nintendo Fan, Sonic Fan, Rayman fan and LEGO Dimensions Fan! More focused on the Nintendo Switch!",3116,67,6904,92,"https://t.co/yG5ks7Gc1I","Artyricsonic",2015-05-23 00:00:42,FALSE,FALSE,"Artyricsonic","Tallahassee, FL","en","3294676786",4,FALSE,"http://pbs.twimg.com/profile_images/820017775930265601/JT-5C41g_normal.jpg"
"KidsofSummerNYC","Kids of Summer is a fun, quality, and affordable year-round sports program based in NYC",146,85,0,41,"http://t.co/Xhey2M3XTF","Kids of Summer NYC",2011-06-12 22:22:04,FALSE,FALSE,"KidsofSummerNYC","New York, NY","en","316074781",5,FALSE,"http://pbs.twimg.com/profile_images/1399303386/KOS_LOGO_-Baseball_normal.png"
"AK_FVO","BSW, Believe in yourself. #Hustle #Loyalty #Respect True virtues in life. #HeyStJude #BostonStrong #SaveColdJustice  Simple beauty is best.",100658,1910,60456,2833,NA,"Boston's Own",2012-02-04 02:26:48,FALSE,FALSE,"AK_FVO","Alaska; born in Boston, MA","en","482573705",426,FALSE,"http://pbs.twimg.com/profile_images/677273098492624896/y7SXe7nk_normal.jpg"
"antontuhkkrylov","",557,14,516,150,NA,"–ñ–∞–Ω–Ω–∞ –ò—Å–∞–µ–≤–∞",2016-10-22 06:50:46,FALSE,FALSE,"antontuhkkrylov","","ru","789720635115180032",1,FALSE,"http://pbs.twimg.com/profile_images/822811580899479552/nPgy5oUh_normal.jpg"
"rodkevo","I do mini music reviews. USA marketer for
new pop music star Venus Ferrari.
Like to make people laugh, smile. Superstar Author/Lyricist.Sports fan.",19522,436,3534,547,"http://t.co/4HvBsn47Hf","RODKO",2015-07-01 05:20:15,FALSE,FALSE,"rodkevo","Nashville, TN","en","3262921682",158,FALSE,"http://pbs.twimg.com/profile_images/622534407165874177/h2eTHpJ2_normal.jpg"
"nikitafipestov","",559,28,484,154,NA,"–ê–ª–∏–Ω–∞ –ö–æ–≤–∞–ª–µ–≤–∞",2016-10-22 03:46:51,FALSE,FALSE,"nikitafipestov","","ru","789674351465525248",2,FALSE,"http://pbs.twimg.com/profile_images/822811463182090242/UMrIvqWo_normal.jpg"
"Davidzaramello","",2372,17,49,56,NA,"David Mello",2017-01-23 20:08:49,FALSE,FALSE,"Davidzaramello","","pt","823623543028154370",1,FALSE,"http://pbs.twimg.com/profile_images/832326820217356288/Q7s171KU_normal.jpg"
"MarieMcCall14","Teacher",5583,73,11075,113,NA,"Marie McCall",2015-09-12 23:24:06,FALSE,FALSE,"MarieMcCall14","","en","3542894832",1,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"
"dimaafqms","",546,26,480,151,NA,"–õ–∞—Ä–∏—Å–∞ –í–∏–Ω–æ–≥—Ä–∞–¥–æ–≤–∞",2016-10-22 06:05:45,FALSE,FALSE,"dimaafqms","","ru","789709303791902720",4,FALSE,"http://pbs.twimg.com/profile_images/822811619734548480/ONLisVCA_normal.jpg"
"vLKLlMqbXWgqDmU","",460,17,407,112,NA,"–û–∫—Å–∞–Ω–∞ –õ–æ–≥–∏–Ω–æ–≤–∞",2017-01-24 07:32:48,FALSE,FALSE,"vLKLlMqbXWgqDmU","","ru","823795673963302912",2,FALSE,"http://pbs.twimg.com/profile_images/824659200613711873/mjM-EMs4_normal.jpg"
"dinyrose31","I love beautiful & nature pictures...  More thousands pictures in this garden not my own... So, thank you for sharing... #500px ‚òÜ‚òÜ‚òÜ",224952,31458,144615,133,NA,"‚òÜ r i a √± a ‚òÜ",2014-04-06 05:43:24,FALSE,FALSE,"dinyrose31","Ed√©n","id","2429957516",570,FALSE,"http://pbs.twimg.com/profile_images/821758434043301888/N8HMPqXl_normal.jpg"
"AnayaPiero","Wrestling is my life",10318,247,9613,422,NA,"Piero Anaya",2015-12-17 22:02:02,FALSE,FALSE,"AnayaPiero","Lima, Peru","es","4518039255",19,FALSE,"http://pbs.twimg.com/profile_images/680910094423449600/K_vyzRzq_normal.jpg"
"el_adrhero1977","Alberto el patron all Alberto family mil maskaras Alberto Del Rio hijodedoscaras",66,16,99,65,NA,"EL PATRON GIRL",2017-02-15 11:05:44,FALSE,FALSE,"el_adrhero1977","Iraq","ar","831821790192205824",0,FALSE,"http://pbs.twimg.com/profile_images/832325828470042624/H7zvD5ld_normal.jpg"
"VPAllasander","#Writer #Editor #FilmProducer #Author #Entrepreneur...open-minded, love #reading #Books. #amwriting #Fantasy #Scifi #Horror",3714,1595,829,2919,"https://t.co/vTkdOkXFPB","The Shining Star",2009-11-14 06:17:27,FALSE,FALSE,"VPAllasander","Bangalore","en","89884883",75,FALSE,"http://pbs.twimg.com/profile_images/1643357825/var_normal.jpg"
"cungerland","Big Sooner fan! Big Thunder fan! And a big music fanatic!!",4405,118,5081,427,NA,"UgyBear",2011-12-26 23:01:38,FALSE,FALSE,"cungerland","Tulsa, OK","en","447471120",9,FALSE,"http://pbs.twimg.com/profile_images/829095398379814912/4P8Ky5C__normal.jpg"
"socialprnews","Social PR News is a network of https://t.co/xFyNt1xX1w",28566,108986,0,50287,"https://t.co/xFyNt1xX1w","Social PR News",2013-05-20 19:52:56,FALSE,FALSE,"socialprnews","United States","en","1444614408",1257,FALSE,"http://pbs.twimg.com/profile_images/697652250420719616/jflhXCbb_normal.jpg"
"ohmahcad","""Just saying but Jimin is not my UB. I just want to be him"" - ohmahcad Winwin mon enfant Ì†ΩÌ∏≠",956,288,1069,260,NA,"LA FLOFLO",2016-10-12 17:34:24,FALSE,FALSE,"ohmahcad","Knifeproof","fr","786258730945945600",1,FALSE,"http://pbs.twimg.com/profile_images/832511845026107392/0eaLeg1z_normal.jpg"
"alfon_las_ksas","#CerealBiblePeral//Hulk Hogan//Gatos//UNI//CDJN//GioÌ†ΩÌ≤ã//Rock//Metal//Rap//Tecno//#TodoMenosReggaeton//TheJoker//#GaryMoore//",933,44,819,208,NA,"Hulk Hogan",2016-06-13 15:09:13,FALSE,FALSE,"alfon_las_ksas","Casas de Juan N√∫√±ez, Espa√±a","es","742373263666491394",1,FALSE,"http://pbs.twimg.com/profile_images/812744657805471744/ip4KEQ1m_normal.jpg"
"OlIwqsmVsDzAMDB","",443,23,391,114,NA,"–°–∞–∏–¥–∞ –ö–∞—Ä–∏–º—É–ª–ª–∏–Ω–∞",2017-01-24 13:22:04,FALSE,FALSE,"OlIwqsmVsDzAMDB","","ru","823883569319804929",1,FALSE,"http://pbs.twimg.com/profile_images/824659322357641216/FsTfYXmj_normal.jpg"
"ruslanw6avdeev","",578,20,509,150,NA,"–î–∏–∞–Ω–∞ –ë–∞—Ä–∞–Ω–æ–≤–∞",2016-10-22 01:39:25,FALSE,FALSE,"ruslanw6avdeev","","ru","789642282966343680",1,FALSE,"http://pbs.twimg.com/profile_images/822811295640670209/zyylOPsk_normal.jpg"
"FaeLeilani836","05/02/17 7:44 AM Ì†ΩÌ≤úÌ†ΩÌ≤™‚úå
Future pro wrestler. Artist. Gamer. Fighter. Guitarist. Blogger.",2225,280,3582,937,"https://t.co/R7toRTf4AA","Amethyst Fae",2013-12-09 18:58:05,FALSE,FALSE,"FaeLeilani836","sheerness,kent","en-gb","2238065780",4,FALSE,"http://pbs.twimg.com/profile_images/829998286253727744/uu9-eTa3_normal.jpg"
"MattNelson1983","Love My Family always # 1 to me love hanging out with my friends I am a #Actor Love Rock Music Best Friend is @VelVelHoller  https://t.co/RcpRPLYO1J.",191764,4549,114950,4971,"https://t.co/Ebncwos2hT","‚ú® Matt Nelson ‚ú®",2013-12-28 05:39:21,FALSE,FALSE,"MattNelson1983","Shreveport / Dallas / NYC ","en","2265423457",445,FALSE,"http://pbs.twimg.com/profile_images/818583266039099392/xia5lZ5p_normal.jpg"
"J5PBlVMnkSNOrTr","",278,7,195,47,NA,"Virginia Springer",2017-01-26 20:37:58,FALSE,FALSE,"J5PBlVMnkSNOrTr","","ru","824718042642993152",0,FALSE,"http://pbs.twimg.com/profile_images/829278440742330368/FuVP-kOV_normal.jpg"
"k8G1fVpMb55tDdz","",454,18,371,102,NA,"–ê–Ω–Ω–∞ –ü–æ–Ω–æ–º–∞—Ä–µ–≤–∞",2017-01-23 16:46:37,FALSE,FALSE,"k8G1fVpMb55tDdz","","ru","823572655026544640",3,FALSE,"http://pbs.twimg.com/profile_images/824659263662518273/1OQrvnFG_normal.jpg"
